complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3014045,2025-10-06 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2025-10-19 19:10:40.896439,Closed with explanation,Yes,Yes
3014046,2025-06-13 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2025-06-21 19:10:40.896439,In progress,Yes,No
3014047,2025-01-14 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,GA,12345,,Consent provided,Web,2025-01-16 19:10:40.896439,In progress,Yes,nan
3014048,2024-12-09 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,FL,12345,,Consent provided,Web,2024-12-16 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3014049,2025-10-12 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2025-10-13 19:10:40.896439,Closed with non-monetary relief,Yes,No
3014050,2024-10-16 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,IL,12345,,Consent provided,Web,2024-10-19 19:10:40.896439,Closed with explanation,Yes,No
3014051,2024-08-07 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,FL,12345,,Consent provided,Web,2024-08-07 19:10:40.896439,Closed with monetary relief,Yes,nan
3014052,2024-10-14 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2024-10-24 19:10:40.896439,Closed with monetary relief,Yes,No
3014053,2026-04-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,FL,12345,,Consent provided,Web,2026-04-08 19:10:40.896439,Closed with explanation,Yes,No
3014054,2026-06-30 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,NY,12345,,Consent provided,Web,2026-07-01 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3014055,2025-05-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,FL,12345,,Consent provided,Web,2025-06-04 19:10:40.896439,Closed with explanation,No,Yes
3014056,2026-05-26 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,TX,12345,,Consent provided,Web,2026-06-07 19:10:40.896439,Closed with explanation,Yes,nan
3014057,2026-02-16 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,PA,12345,,Consent provided,Web,2026-02-16 19:10:40.896439,Closed with explanation,Yes,No
3014058,2024-11-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,CA,12345,,Consent provided,Web,2024-11-22 19:10:40.896439,Closed with explanation,Yes,Yes
3014059,2025-10-21 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,IL,12345,,Consent provided,Web,2025-10-22 19:10:40.896439,Closed with non-monetary relief,Yes,No
3014060,2024-08-04 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,PA,12345,,Consent provided,Web,2024-08-08 19:10:40.896439,Closed with explanation,Yes,No
3014061,2024-09-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,CA,12345,,Consent provided,Web,2024-09-16 19:10:40.896439,Closed with explanation,Yes,No
3014062,2026-01-15 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2026-01-29 19:10:40.896439,Untimely response,Yes,Yes
3014063,2024-09-29 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2024-10-13 19:10:40.896439,Closed with non-monetary relief,Yes,No
3014064,2025-05-04 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,PA,12345,,Consent provided,Web,2025-05-12 19:10:40.896439,In progress,Yes,Yes
3014065,2024-09-03 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,NC,12345,,Consent provided,Web,2024-09-08 19:10:40.896439,In progress,Yes,Yes
3014066,2025-08-04 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NY,12345,,Consent provided,Web,2025-08-15 19:10:40.896439,Closed with explanation,Yes,nan
3014067,2025-06-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,FL,12345,,Consent provided,Web,2025-06-06 19:10:40.896439,In progress,Yes,No
3014068,2025-08-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,PA,12345,,Consent provided,Web,2025-09-02 19:10:40.896439,Untimely response,Yes,No
3014069,2025-04-14 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2025-04-16 19:10:40.896439,Closed with explanation,Yes,No
3014070,2025-10-13 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,IL,12345,,Consent provided,Web,2025-10-20 19:10:40.896439,Closed with explanation,Yes,No
3014071,2024-09-22 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,FL,12345,,Consent provided,Web,2024-09-24 19:10:40.896439,Untimely response,Yes,No
3014072,2026-05-27 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,FL,12345,,Consent provided,Web,2026-05-27 19:10:40.896439,Closed with explanation,Yes,nan
3014073,2024-09-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2024-09-22 19:10:40.896439,In progress,Yes,No
3014074,2025-12-26 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,PA,12345,,Consent provided,Web,2026-01-05 19:10:40.896439,Closed with explanation,Yes,No
3014075,2025-06-30 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,MI,12345,,Consent provided,Web,2025-07-12 19:10:40.896439,Closed with non-monetary relief,No,Yes
3014076,2024-09-19 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,OH,12345,,Consent provided,Web,2024-09-23 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3014077,2025-11-25 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2025-11-29 19:10:40.896439,In progress,Yes,Yes
3014078,2024-12-15 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2024-12-19 19:10:40.896439,Closed with non-monetary relief,Yes,No
3014079,2024-07-13 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2024-07-20 19:10:40.896439,Closed with explanation,Yes,Yes
3014080,2024-12-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,PA,12345,,Consent provided,Web,2025-01-02 19:10:40.896439,Closed with explanation,Yes,nan
3014081,2025-10-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,TX,12345,,Consent provided,Web,2025-10-20 19:10:40.896439,Closed with explanation,Yes,Yes
3014082,2025-05-07 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Equifax,FL,12345,,Consent provided,Web,2025-05-19 19:10:40.896439,Closed with explanation,Yes,nan
3014083,2026-02-12 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,CA,12345,,Consent provided,Web,2026-02-15 19:10:40.896439,Closed with explanation,Yes,nan
3014084,2025-03-06 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,IL,12345,,Consent provided,Web,2025-03-20 19:10:40.896439,Closed with explanation,Yes,No
3014085,2024-11-03 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,PA,12345,,Consent provided,Web,2024-11-11 19:10:40.896439,Closed with monetary relief,Yes,No
3014086,2025-01-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,PA,12345,,Consent provided,Web,2025-01-05 19:10:40.896439,Closed with explanation,Yes,nan
3014087,2024-08-05 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,TX,12345,,Consent provided,Web,2024-08-09 19:10:40.896439,In progress,Yes,No
3014088,2026-01-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,CA,12345,,Consent provided,Web,2026-01-28 19:10:40.896439,Closed with explanation,Yes,Yes
3014089,2025-05-10 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,OH,12345,,Consent provided,Web,2025-05-14 19:10:40.896439,Closed with explanation,Yes,No
3014090,2025-07-11 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,NY,12345,,Consent provided,Web,2025-07-18 19:10:40.896439,In progress,Yes,No
3014091,2026-04-21 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NC,12345,,Consent provided,Web,2026-04-29 19:10:40.896439,In progress,Yes,nan
